query,name,address,url,restaurant_url,cusines,number_of_reviews,food,service,price,decor,excellent,very_good,average,poor,terrible
Atrio,Atrio Restaurante,"Plaza San Mateo 1, 10003 Caceres Spain",https://www.tripadvisor.com/Restaurant_Review-g227852-d697602-Reviews-Atrio_Restaurante-Caceres_Province_of_Caceres_Extremadura.html#REVIEWS,http://www.restauranteatrio.com/,"Mediterranean, European, Spanish",1519,50,50,40,45,164,14,4,1,1
Quique Dacosta,Restaurante Vuelve Carolina,"Calle de Correos Numero 8, 46002, Valencia Spain",https://www.tripadvisor.com/Restaurant_Review-g187529-d2307964-Reviews-Restaurante_Vuelve_Carolina-Valencia_Province_of_Valencia_Valencian_Community.html#REVIEWS,http://www.vuelvecarolina.com/,"Mediterranean, European, Spanish",1664,40,35,35,35,94,42,27,16,20
Aponiente,La Taberna del Chef Del Mar,"Calle del Puerto Escondid 6, 11500, El Puerto de Santa Maria Spain",https://www.tripadvisor.com/Restaurant_Review-g187434-d9974713-Reviews-La_Taberna_del_Chef_Del_Mar-El_Puerto_de_Santa_Maria_Costa_de_la_Luz_Andalucia.html#REVIEWS,http://www.facebook.com/La-Taberna-del-Chef-del-Mar-1650014111987011,"Mediterranean, Spanish, Healthy",998,40,40,35,35,14,7,1,1,0
DiverXO,DiverXO,"Calle de Padre Damian, 23, 28036 Madrid Spain",https://www.tripadvisor.com/Restaurant_Review-g187514-d7179537-Reviews-DiverXO-Madrid.html#REVIEWS,http://diverxo.com/,"European, Spanish, Fusion",2160,45,45,40,45,155,20,11,4,10
Martín Berasategui,Martin Berasategui,"Calle de Loidi, 4, 20160 Lasarte-Oria Spain",https://www.tripadvisor.com/Restaurant_Review-g1078423-d948529-Reviews-Martin_Berasategui-Lasarte_Oria_Province_of_Guipuzcoa_Basque_Country.html#REVIEWS,http://www.martinberasategui.com/,"European, Spanish",1922,50,50,45,45,622,49,13,5,5
Azurmendi,Arzak,"Avenida Alcalde Jose Elosegui, 273, 20015 San Sebastian - Donostia Spain",https://www.tripadvisor.com/Restaurant_Review-g187457-d805520-Reviews-Arzak-San_Sebastian_Donostia_Province_of_Guipuzcoa_Basque_Country.html#REVIEWS,http://www.arzak.es/,"Mediterranean, European, Spanish",3293,45,45,40,45,1146,192,114,45,17
El Celler de Can Roca,El Celler de Can Roca,"Calle Can Sunyer, 48, 17007 Girona Spain",https://www.tripadvisor.com/Restaurant_Review-g187499-d996088-Reviews-El_Celler_de_Can_Roca-Girona_Province_of_Girona_Catalonia.html#REVIEWS,http://cellercanroca.com/index.htm,"Mediterranean, European, Spanish, Catalan",3220,50,50,45,45,771,50,26,14,9
Cenador de Amós,Cenador de Amós,"Plaza del Sol, s/n Villaverde de Pontones, 39793 Villaverde de Pontones Spain",https://www.tripadvisor.com/Restaurant_Review-g5562707-d1752010-Reviews-Cenador_de_Amos-Villaverde_de_Pontones_Cantabria.html#REVIEWS,http://www.cenadordeamos.com/,"Mediterranean, European, Spanish",559,45,45,40,45,20,1,1,0,0
Arzak,Arzak,"Avenida Alcalde Jose Elosegui, 273, 20015 San Sebastian - Donostia Spain",https://www.tripadvisor.com/Restaurant_Review-g187457-d805520-Reviews-Arzak-San_Sebastian_Donostia_Province_of_Guipuzcoa_Basque_Country.html#REVIEWS,http://www.arzak.es/,"Mediterranean, European, Spanish",3293,45,45,40,45,1146,192,114,45,17
L'Effervescence,L'Atelier de Joel Robuchon,"15 Queen's Road Central, Hong Kong China",https://www.tripadvisor.com/Restaurant_Review-g294217-d809453-Reviews-L_Atelier_de_Joel_Robuchon-Hong_Kong.html#REVIEWS,http://www.robuchon.hk/,"French, European",840,45,45,40,45,377,145,55,25,16
Azabu Kadowaki,Kadowaki,"2-7-2 1F Villanca Azabu, Azabujuban, Minato 106-0045 Tokyo Prefecture",https://www.tripadvisor.com/Restaurant_Review-g14129734-d6516221-Reviews-Kadowaki-Azabujuban_Minato_Tokyo_Tokyo_Prefecture_Kanto.html#REVIEWS,https://azabukadowaki.com/,"Japanese, Kappo",30,45,40,30,,11,5,2,1,1
RyuGin,Ta Vie,"74 Queen's Road Central, Central 2/F, The Pottinger, Hong Kong China",https://www.tripadvisor.com/Restaurant_Review-g294217-d8353570-Reviews-Ta_Vie-Hong_Kong.html#REVIEWS,http://tavie.com.hk/,"French, Japanese",73,45,45,40,,42,11,7,0,3
Kagurazaka Ishikawa,Ishikawa,"5-37 Kagurazaka 1F Takamura Bldg., Shinjuku 162-0825 Tokyo Prefecture",https://www.tripadvisor.com/Restaurant_Review-g1066457-d1683842-Reviews-Ishikawa-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html#REVIEWS,http://www.kagurazaka-ishikawa.co.jp/,"Japanese, Asian",131,50,50,45,45,65,6,2,3,1
Sushi Yoshitake,Sushi Yoshitake,"7-8-13 Brown Place 9F, Ginza, Chuo 104-0061 Tokyo Prefecture",https://www.tripadvisor.com/Restaurant_Review-g14129573-d4418384-Reviews-Sushi_Yoshitake-Ginza_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html#REVIEWS,http://sushi-yoshitake.com/index.html,"Japanese, Seafood, Sushi",169,50,50,40,45,98,4,3,2,2
Sazenka,Sazenka,"4-7-5 Minamiazabu, Minato 106-0047 Tokyo Prefecture",https://www.tripadvisor.com/Restaurant_Review-g1066451-d12551447-Reviews-Sazenka-Minato_Tokyo_Tokyo_Prefecture_Kanto.html#REVIEWS,http://sazenka.com/,Chinese,12,50,45,45,,1,0,0,0,0
Joël Robuchon,L'Atelier De Joël Robuchon Saint-Germain,"5 rue Montalembert Hotel Pont Royal, 75007 Paris France",https://www.tripadvisor.com/Restaurant_Review-g187147-d718134-Reviews-L_Atelier_De_Joel_Robuchon_Saint_Germain-Paris_Ile_de_France.html#REVIEWS,http://atelier-robuchon-saint-germain.com/,"French, European",2757,45,40,35,40,820,264,144,86,89
Kanda,Kanda,"3-6-34 Motoazabu Calm Motoazabu 1F, Minato 106-0046 Tokyo Prefecture",https://www.tripadvisor.com/Restaurant_Review-g1066451-d1174474-Reviews-Kanda-Minato_Tokyo_Tokyo_Prefecture_Kanto.html#REVIEWS,http://nihonryori-kanda.com/restaurant/,"Japanese, Asian",60,45,45,40,45,36,4,2,1,0
Makimura,Makimura,"6-19-10 Minamioi, Shinagawa Tokyo Prefecture",https://www.tripadvisor.com/Restaurant_Review-g1066854-d1684098-Reviews-Makimura-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html#REVIEWS,,"Japanese, Kaiseki, Kappo",14,50,50,50,,1,0,0,0,0
Osteria Francescana,Osteria Francescana,"Via Stella 22, 41121, Modena Italy",https://www.tripadvisor.com/Restaurant_Review-g187803-d1160010-Reviews-Osteria_Francescana-Modena_Province_of_Modena_Emilia_Romagna.html#REVIEWS,http://www.osteriafrancescana.it/,"Italian, European, Contemporary",2689,45,45,40,40,629,120,76,37,41
Reale,Ristorante Reale,"Piana Santa Liberata, 67031 Castel di Sangro Italy",https://www.tripadvisor.com/Restaurant_Review-g644239-d1144607-Reviews-Ristorante_Reale-Castel_di_Sangro_Province_of_L_Aquila_Abruzzo.html#REVIEWS,http://www.nikoromito.com/reale/,"Italian, Seafood, Mediterranean, European",733,45,45,40,45,31,4,2,2,5
Enoteca Pinchiorri,La Pergola,"Via Alberto Cadlolo 101 Rome Cavalieri, Waldorf Astoria Hotels & Resorts, 00136 Rome Italy",https://www.tripadvisor.com/Restaurant_Review-g187791-d806462-Reviews-La_Pergola-Rome_Lazio.html#REVIEWS,http://waldorfastoria3.hilton.com/en/hotels/italy/rome-cavalieri-waldorf-astoria-hotels-and-resorts-ROMHIWA/amenities/restaurants-la-pergola.html,"Italian, Seafood, Mediterranean, European",2645,45,45,40,45,709,138,64,30,15
Villa Crespi,Ristorante Villa Crespi,"Via G. Fava, 18, 28016 Orta San Giulio Italy",https://www.tripadvisor.com/Restaurant_Review-g187854-d1060675-Reviews-Ristorante_Villa_Crespi-Orta_San_Giulio_Province_of_Novara_Piedmont.html#REVIEWS,https://www.villacrespi.it/ristorante-antonino-cannavacciuolo-villa-crespi/,"Mediterranean, Italian, Seafood, European, Healthy",4777,50,50,45,50,125,26,12,5,3
Dal Pescatore,Dal Pescatore,"Localita Runate, 15 Riserva del Parco Oglio Sud, 46013 Canneto sull'Oglio Italy",https://www.tripadvisor.com/Restaurant_Review-g1238427-d799437-Reviews-Dal_Pescatore-Canneto_sull_Oglio_Province_of_Mantua_Lombardy.html#REVIEWS,http://www.dalpescatore.com/,"Italian, Seafood, Mediterranean, European, Lombard, Northern-Italian",912,45,45,40,45,65,4,2,1,0
Da Vittorio,Da O' Vittorio,"Via Roma 160, 16036 Recco Italy",https://www.tripadvisor.com/Restaurant_Review-g1137833-d1898908-Reviews-Da_O_Vittorio-Recco_Italian_Riviera_Liguria.html#REVIEWS,http://www.daovittorio.it/,"Italian, Seafood, Mediterranean, Ligurian, Northern-Italian",1906,40,40,35,40,51,22,4,1,0
Uliassi,Ristorante Uliassi,"Via Banchina di Levante 6, 60019, Senigallia Italy",https://www.tripadvisor.com/Restaurant_Review-g194914-d1100666-Reviews-Ristorante_Uliassi-Senigallia_Province_of_Ancona_Marche.html#REVIEWS,http://www.uliassi.it/,"Italian, Seafood, Mediterranean, European, Healthy, International, Contemporary",1717,50,45,45,45,74,5,3,1,1
Le Calandre,Il Luogo di Aimo e Nadia,"Via Raimondo Montecuccoli 6, 20147 Milan Italy",https://www.tripadvisor.com/Restaurant_Review-g187849-d696596-Reviews-Il_Luogo_di_Aimo_e_Nadia-Milan_Lombardy.html#REVIEWS,http://www.aimoenadia.com/,"Italian, Contemporary",1191,45,45,35,40,178,45,26,11,6
Enrico Bartolini al Mudec,Ristorante Enrico Bartolini,"Via Tortona 56 Museo delle Culture, 20144 Milan Italy",https://www.tripadvisor.com/Restaurant_Review-g187849-d12432575-Reviews-Ristorante_Enrico_Bartolini-Milan_Lombardy.html#REVIEWS,http://www.enricobartolini.net/i-ristoranti/mudec,"Italian, Seafood, Mediterranean, European",381,45,45,40,,29,1,4,3,2
Restaurant de l'Hôtel de Ville,Restaurant de l’Hotel de Ville Crissier,"rue d' Yverdon 1, Crissier, Lausanne 1023 Switzerland",https://www.tripadvisor.com/Restaurant_Review-g947015-d1015180-Reviews-Restaurant_de_l_Hotel_de_Ville_Crissier-Crissier_Lausanne_Canton_of_Vaud.html#REVIEWS,http://www.restaurantcrissier.com/,"French, European, Healthy",880,50,45,45,45,170,20,7,2,1
Schloss Schauenstein,Materia,"Via Cinque Giornate 32, 22012 Cernobbio Italy",https://www.tripadvisor.com/Restaurant_Review-g194728-d11662437-Reviews-Materia-Cernobbio_Lake_Como_Lombardy.html#REVIEWS,http://www.ristorantemateria.it/,"Italian, Seafood, European, Contemporary, Healthy",533,45,45,45,,78,8,3,4,3
Cheval Blanc by Peter Knogl,Auberge du Cheval Blanc,"4 rue de Wissembourg, 67510 Lembach France",https://www.tripadvisor.com/Restaurant_Review-g424982-d2092740-Reviews-Auberge_du_Cheval_Blanc-Lembach_Bas_Rhin_Grand_Est.html#REVIEWS,http://www.au-cheval-blanc.fr/fr/,"French, European",552,50,45,45,45,20,6,0,0,1
Chef's Table at Brooklyn Fare,Addison Restaurant,"5200 Grand Del Mar Way, San Diego, CA 92130-4900",https://www.tripadvisor.com/Restaurant_Review-g60750-d665586-Reviews-Addison_Restaurant-San_Diego_California.html#REVIEWS,http://www.addisondelmar.com/,French,293,45,50,40,45,204,37,18,10,9
Per Se,Per Se,"10 Columbus Cir, New York City, NY 10019-1158",https://www.tripadvisor.com/Restaurant_Review-g60763-d425628-Reviews-Per_Se-New_York_City_New_York.html#REVIEWS,http://www.perseny.com/,French,1869,45,50,40,45,1193,220,105,49,21
Le Bernardin,Le Bernardin,"155 W 51st St, New York City, NY 10019-6019",https://www.tripadvisor.com/Restaurant_Review-g60763-d424434-Reviews-Le_Bernardin-New_York_City_New_York.html#REVIEWS,http://www.le-bernardin.com/,French,3594,45,45,40,45,2222,412,203,58,46
Masa,Masa,"10 Columbus Cir, New York City, NY 10019-1158",https://www.tripadvisor.com/Restaurant_Review-g60763-d425593-Reviews-Masa-New_York_City_New_York.html#REVIEWS,http://www.masanyc.com/#masa-takayama,"Japanese, Sushi, Asian",293,45,40,30,40,121,31,24,20,18
Eleven Madison Park,Eleven Madison Park,"11 Madison Ave, New York City, NY 10010-3643",https://www.tripadvisor.com/Restaurant_Review-g60763-d479020-Reviews-Eleven_Madison_Park-New_York_City_New_York.html#REVIEWS,http://www.elevenmadisonpark.com/,"American, European",2679,45,45,40,45,1583,280,196,83,76
Kashiwaya Osaka Senriyama,Kashiwaya,"2-5-18 Senriyama Nishi, Suita 565-0851 Osaka Prefecture",https://www.tripadvisor.com/Restaurant_Review-g1023474-d9621651-Reviews-Kashiwaya-Suita_Osaka_Prefecture_Kinki.html#REVIEWS,http://jp-kashiwaya.com/,"Japanese, Kaiseki",30,50,50,45,,14,2,3,1,0
Mizai,Bottiglieria 1881,"ul. Bochenska 5 LU 1, Krakow 31-061 Poland",https://www.tripadvisor.com/Restaurant_Review-g274772-d6027764-Reviews-Bottiglieria_1881-Krakow_Lesser_Poland_Province_Southern_Poland.html#REVIEWS,http://www.1881.com.pl/#bottiglieria,"European, Central European",345,50,45,45,45,141,19,6,5,4
Hyotei,Kichisen,"5 Shimogamo Morimotocho, Sakyo-Ku, Kyoto 606-0805 Kyoto Prefecture",https://www.tripadvisor.com/Restaurant_Review-g298564-d2487340-Reviews-Kichisen-Kyoto_Kyoto_Prefecture_Kinki.html#REVIEWS,http://www.kichisen-kyoto.com/,"Japanese, Asian, Kaiseki, Kyoto cuisine",104,45,40,35,40,42,12,5,4,12
Gion Sasaki,Gion Sasaki,"566-27 Yasakadori, Yamatoji, Higashiiri, Komatsucho, Higashiyama-Ku, Kyoto 605-0811 Kyoto Prefecture",https://www.tripadvisor.com/Restaurant_Review-g298564-d7906557-Reviews-Gion_Sasaki-Kyoto_Kyoto_Prefecture_Kinki.html#REVIEWS,http://gionsasaki.com/index.html,"Japanese, Kyoto cuisine",34,50,45,45,,9,1,0,0,0
HAJIME,Hajime,"1-9-11 Edobori, Nishi-Ku 1f, Osaka 550-0002 Osaka Prefecture",https://www.tripadvisor.com/Restaurant_Review-g298566-d2195848-Reviews-Hajime-Osaka_Osaka_Prefecture_Kinki.html#REVIEWS,http://www.hajime-artistes.com/,"Japanese, International, Contemporary, Healthy",95,45,45,40,40,36,5,4,2,2
Taian,Taian,"1-21-2 Shimanochi Sanbonmatsu Bldg. 1F, Chuo, Osaka 542-0082 Osaka Prefecture",https://www.tripadvisor.com/Restaurant_Review-g14127623-d6047344-Reviews-Taian-Chuo_Osaka_Osaka_Prefecture_Kinki.html#REVIEWS,http://www.facebook.com/takahatahitoshi/,"Japanese, Kappo",51,45,45,40,45,15,5,7,3,1
Kikunoi Honten,Kikunoi,"459 Shimokawaracho, Higashiyama-Ku, Kyoto 605-0825 Kyoto Prefecture",https://www.tripadvisor.com/Restaurant_Review-g298564-d1663413-Reviews-Kikunoi-Kyoto_Kyoto_Prefecture_Kinki.html#REVIEWS,,"Japanese, Asian, Kyoto cuisine, Kaiseki",300,45,45,40,45,99,16,19,9,8
The Inn at Little Washington,Inn at Little Washington,"309 Main St Middle and Main Streets, Washington, VA 22747",https://www.tripadvisor.com/Restaurant_Review-g58290-d497947-Reviews-Inn_at_Little_Washington-Washington_Rappahannock_County_Virginia.html#REVIEWS,http://www.theinnatlittlewashington.com/restaurant.shtml,"American, International, Contemporary",945,50,45,40,45,770,89,49,19,9
Alinea,DiverXO,"Calle de Padre Damian, 23, 28036 Madrid Spain",https://www.tripadvisor.com/Restaurant_Review-g187514-d7179537-Reviews-DiverXO-Madrid.html#REVIEWS,http://diverxo.com/,"European, Spanish, Fusion",2160,45,45,40,45,155,20,11,4,10
Milka,Restaurant Milka,"Vrsiska cesta 45, Kranjska Gora 4280 Slovenia",https://www.tripadvisor.com/Restaurant_Review-g274870-d1238331-Reviews-Restaurant_Milka-Kranjska_Gora_Upper_Carniola_Region.html#REVIEWS,http://www.hotelmilka.si/restaurant,,517,45,45,45,40,305,24,5,7,8
Stand,Stand Restaurant,"Szekely Mihaly ucta 2., Budapest 1061 Hungary",https://www.tripadvisor.com/Restaurant_Review-g274887-d14788844-Reviews-Stand_Restaurant-Budapest_Central_Hungary.html#REVIEWS,https://standrestaurant.hu/en,"European, Eastern European, Central European, Hungarian",321,50,50,45,50,196,9,1,0,0
Platán Gourmet,Platán Gourmet Restaurant,"Kastely Ter 6, Tata 2890 Hungary",https://www.tripadvisor.com/Restaurant_Review-g274917-d1524386-Reviews-Platan_Bisztro-Tata_Komarom_Esztergom_County_Central_Transdanubia.html#REVIEWS,https://platantata.hu/gourmet-etterem/,"European, Central European, Hungarian",318,45,45,45,45,81,28,6,2,3
Yu Zhi Lan,Yu ZhiLan,"No.24 Changfa Street, Qingyang District, Chengdu China",https://www.tripadvisor.com/Restaurant_Review-g297463-d7211656-Reviews-Yu_ZhiLan-Chengdu_Sichuan.html#REVIEWS,http://www.ft.com/content/20f3d64e-27f5-11e4-ae44-00144feabdc0,Chinese,13,45,40,40,,4,3,0,1,1
Molino de Urdániz,El Molino de Urdániz,"C San Miguel S/N0, 31698 Urdaniz Spain",https://www.tripadvisor.com/Restaurant_Review-g6412760-d3584780-Reviews-El_Molino_de_Urdaniz-Urdaniz_Navarra.html#REVIEWS,http://www.elmolinourdaniz.com/,"Mediterranean, International, European, Spanish, Contemporary",267,45,40,40,35,15,2,0,0,0
L'Atelier de Joël Robuchon,L'Atelier De Joël Robuchon Saint-Germain,"5 rue Montalembert Hotel Pont Royal, 75007 Paris France",https://www.tripadvisor.com/Restaurant_Review-g187147-d718134-Reviews-L_Atelier_De_Joel_Robuchon_Saint_Germain-Paris_Ile_de_France.html#REVIEWS,http://atelier-robuchon-saint-germain.com/,"French, European",2757,45,40,35,40,820,264,144,86,89
Liberté,Le Séjour Café,"11 rue Grimaldi Plein Carre d'OR, 06000 Nice France",https://www.tripadvisor.com/Restaurant_Review-g187234-d3255993-Reviews-Le_Sejour_Cafe-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html#REVIEWS,http://www.sejourcafe.com/,"French, Mediterranean, European, Healthy",1813,45,50,45,45,632,103,21,7,3
RAW,Raw,"301 Le Qun 3rd Rd, Zhongshan District, Taipei Taiwan",https://www.tripadvisor.com/Restaurant_Review-g13808671-d8668927-Reviews-Raw-Zhongshan_District_Taipei.html#REVIEWS,http://www.raw.com.tw/,"European, Asian",199,45,45,40,,57,12,5,3,9
Commis,Seta,"Via Andegari 9 Mandarin Oriental Milan, 20121 Milan Italy",https://www.tripadvisor.com/Restaurant_Review-g187849-d8515519-Reviews-Seta-Milan_Lombardy.html#REVIEWS,https://www.mandarinoriental.com/en/milan/la-scala/dine/seta?src=loc.local_listing.momln.yxt,"Italian, Seafood, Mediterranean, European",1085,45,45,40,,186,37,8,4,5
n/naka,Melisse,"1104 Wilshire Blvd, Santa Monica, CA 90401-2012",https://www.tripadvisor.com/Restaurant_Review-g33052-d350116-Reviews-Melisse-Santa_Monica_California.html#REVIEWS,http://www.melisse.com/,French,325,45,45,35,45,198,48,23,16,10
Acquerello,Acquerello,"1722 Sacramento St, San Francisco, CA 94109-3619",https://www.tripadvisor.com/Restaurant_Review-g60713-d370438-Reviews-Acquerello-San_Francisco_California.html#REVIEWS,http://www.acquerellosf.com/,"Contemporary, Italian",361,45,50,45,45,264,38,16,12,8
Providence,Providence,"5955 Melrose Ave, Los Angeles, CA 90038-3623",https://www.tripadvisor.com/Restaurant_Review-g32655-d594024-Reviews-Providence-Los_Angeles_California.html#REVIEWS,http://www.providencela.com/,Seafood,805,45,45,40,40,553,110,46,18,7
Birdsong,The Butchers Arms,"Lime Street, Eldersfield GL19 4NX England",https://www.tripadvisor.com/Restaurant_Review-g3205114-d2012311-Reviews-The_Butchers_Arms-Eldersfield_Malvern_Hills_Worcestershire_England.html#REVIEWS,http://thebutchersarms.net/,"British, Pub",482,50,45,45,45,412,40,16,5,9
Saison,Le Manoir aux Quat'Saisons Restaurant,"Church Road, Great Milton OX44 7PD England",https://www.tripadvisor.com/Restaurant_Review-g1096521-d752551-Reviews-Le_Manoir_aux_Quat_Saisons_Restaurant-Great_Milton_Oxfordshire_England.html#REVIEWS,http://www.belmond.com/le-manoir-aux-quat-saisons-oxfordshire/,"French, European, British",2668,50,50,40,45,2190,239,118,39,17
Lazy Bear,Lazy Bear,"3416 19th St, San Francisco, CA 94110-1727",https://www.tripadvisor.com/Restaurant_Review-g60713-d4814980-Reviews-Lazy_Bear-San_Francisco_California.html#REVIEWS,http://www.lazybearsf.com/,American,108,45,45,40,45,74,21,5,4,1
Californios,Californios,"3115 22nd St, San Francisco, CA 94110-3218",https://www.tripadvisor.com/Restaurant_Review-g60713-d7349813-Reviews-Californios-San_Francisco_California.html#REVIEWS,http://www.californiossf.com/,Mexican,54,45,50,40,,41,8,1,2,1
Mélisse,Melisse,"1104 Wilshire Blvd, Santa Monica, CA 90401-2012",https://www.tripadvisor.com/Restaurant_Review-g33052-d350116-Reviews-Melisse-Santa_Monica_California.html#REVIEWS,http://www.melisse.com/,French,325,45,45,35,45,198,48,23,16,10
Jiang by Chef Fei,Min Jiang at Dempsey,"7A Dempsey Road, Singapore 249684 Singapore",https://www.tripadvisor.com/Restaurant_Review-g294265-d794026-Reviews-Min_Jiang_at_Dempsey-Singapore.html#REVIEWS,http://www.goodwoodparkhotel.com/dining/min-jiang-dempsey,"Chinese, Asian",290,45,40,35,40,105,86,40,10,11
Imperial Treasure Fine Chinese Cuisine,Imperial Treasure Fine Teochew Cuisine,"ION Orchard, #03-05 2 Orchard Turn, Singapore 238801 Singapore",https://www.tripadvisor.com/Restaurant_Review-g294265-d1986222-Reviews-Imperial_Treasure_Fine_Teochew_Cuisine-Singapore.html#REVIEWS,http://www.imperialtreasure.com/,"Chinese, Asian, Singaporean",183,45,40,40,35,60,71,22,2,6
Taian Table,Sir Elly's Restaurant,"No 32 The Bund, 32 Zhongshan Dong Yi Road The Peninsula Shanghai, Shanghai 200002 China",https://www.tripadvisor.com/Restaurant_Review-g308272-d11954919-Reviews-Sir_Elly_s_Restaurant-Shanghai.html#REVIEWS,http://www.peninsula.com/en/shanghai/hotel-fine-dining/sir-ellys-restaurant,,80,45,45,40,,42,10,5,3,1
Cloudstreet,Odette,"1 St. Andrew's Road #01-04 National Gallery Singapore National Gallery Singapore, Singapore 178957 Singapore",https://www.tripadvisor.com/Restaurant_Review-g294265-d8800546-Reviews-Odette-Singapore.html#REVIEWS,http://www.odetterestaurant.com/,"French, European",482,45,45,40,,318,57,30,12,8
Thevar,Thevar,"9 Keong Saik Road, Singapore 089117 Singapore",https://www.tripadvisor.com/Restaurant_Review-g294265-d15306286-Reviews-Thevar-Singapore.html#REVIEWS,http://thevar.sg/,"Indian, Fusion",155,45,45,40,40,100,29,11,5,6
Jaan by Kirk Westaway,JAAN by Kirk Westaway,"2 Stamford Road Level 70, Swissotel The Stamford, Singapore 178882 Singapore",https://www.tripadvisor.com/Restaurant_Review-g294265-d807776-Reviews-JAAN_by_Kirk_Westaway-Singapore.html#REVIEWS,http://www.jaan.sg/?utm_source=tripadvisor&utm_medium=referral&utm_content=text-website&utm_campaign=listing,"British, Contemporary",780,45,45,40,45,450,122,54,21,16
Shoukouwa,Sushi Yoshitake,"7-8-13 Brown Place 9F, Ginza, Chuo 104-0061 Tokyo Prefecture",https://www.tripadvisor.com/Restaurant_Review-g14129573-d4418384-Reviews-Sushi_Yoshitake-Ginza_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html#REVIEWS,http://sushi-yoshitake.com/index.html,"Japanese, Seafood, Sushi",169,50,50,40,45,98,4,3,2,2
Saint Pierre,Le Clos Saint Pierre,"1 Place de la Mairie Quartier St Pons, 06650 Le Rouret France",https://www.tripadvisor.com/Restaurant_Review-g1104886-d1172092-Reviews-Le_Clos_Saint_Pierre-Le_Rouret_Alpes_Maritimes_Provence_Alpes_Cote_d_Azur.html#REVIEWS,http://www.hotel-du-clos.com/le-clos-saint-pierre/,"French, Mediterranean, European",446,45,45,40,40,112,19,10,4,1
Henne Kirkeby Kro,Soelleroed Kro,"Soelleroedvej 35, Copenhagen 2840 Denmark",https://www.tripadvisor.com/Restaurant_Review-g189541-d803888-Reviews-Soelleroed_Kro-Copenhagen_Zealand.html#REVIEWS,http://www.soelleroed-kro.dk/en/,"Danish, International",397,50,50,45,50,144,28,6,1,0
Alchemist,Alchemist,"Refshalevej 173c, Copenhagen 1432 Denmark",https://www.tripadvisor.com/Restaurant_Review-g189541-d8547060-Reviews-Alchemist-Copenhagen_Zealand.html#REVIEWS,http://www.alchemist.dk/,"International, Contemporary, European, Danish",153,50,50,45,,89,2,0,1,1
RE-NAA,RE- NAA,"Nordbogata 8, Stavanger 4006 Norway",https://www.tripadvisor.com/Restaurant_Review-g190511-d1600292-Reviews-RE_NAA-Stavanger_Stavanger_Municipality_Rogaland_Western_Norway.html#REVIEWS,http://www.restaurantrenaa.no/renaa/,"European, Scandinavian, Norwegian, International",355,45,45,40,40,128,38,7,2,1
Aloë,Aloe,"52 Svartloesavaegen Langbro, Stockholm 125 33 Sweden",https://www.tripadvisor.com/Restaurant_Review-g189852-d8323859-Reviews-Aloe-Stockholm.html#REVIEWS,http://aloerestaurant.se/,"European, Swedish, Scandinavian",173,50,50,50,,33,3,3,1,1
AIRA,Aira,"Biskopsvagen 9, Stockholm 11521 Sweden",https://www.tripadvisor.com/Restaurant_Review-g189852-d20378978-Reviews-Aira-Stockholm.html#REVIEWS,http://aira.se/,"European, Contemporary, Fusion, Scandinavian, Swedish",54,50,50,50,,17,1,1,0,0
Vollmers,Bloom in the park,"17 Pildammsvaegen, Malmo 214 66 Sweden",https://www.tripadvisor.com/Restaurant_Review-g189839-d4367015-Reviews-Bloom_in_the_park-Malmo_Skane_County.html#REVIEWS,http://bloominthepark.se/,"European, Swedish, Scandinavian, Contemporary",440,45,40,40,40,128,26,11,17,18
KOKS,Rolfs Koek,"41 Tegnergatan, Stockholm 111 61 Sweden",https://www.tripadvisor.com/Restaurant_Review-g189852-d776475-Reviews-Rolfs_Koek-Stockholm.html#REVIEWS,http://www.rolfskok.se/?lang=en,"European, Swedish, Scandinavian",1364,45,45,40,45,402,193,40,15,5
Jordnær,Geranium,"Per Henrik Lings Alle 4, 8., Copenhagen Denmark",https://www.tripadvisor.com/Restaurant_Review-g189541-d1945657-Reviews-Geranium-Copenhagen_Zealand.html#REVIEWS,http://www.geranium.dk/,"European, Healthy, Scandinavian, Danish",1157,50,45,45,45,611,67,30,18,7
Frederikshøj,Restaurant Frederikshoj,"Oddervej 19/21, Aarhus 8000 Denmark",https://www.tripadvisor.com/Restaurant_Review-g189530-d788046-Reviews-Restaurant_Frederikshoj-Aarhus_East_Jutland_Jutland.html#REVIEWS,http://frederikshoj.com/en/home/,"European, Scandinavian, Danish, International",307,50,50,45,45,77,8,1,2,0
Kadeau Copenhagen,Kiin Kiin,"Guldbergsgade 21, Copenhagen 2200 Denmark",https://www.tripadvisor.com/Restaurant_Review-g189541-d758272-Reviews-Kiin_Kiin-Copenhagen_Zealand.html#REVIEWS,http://www.kiin.dk/,"Asian, Thai",894,45,45,40,45,381,74,22,24,22
Kong Hans Kælder,Kong Hans Kaelder,"Vingaardstraede 6, Copenhagen 1070 Denmark",https://www.tripadvisor.com/Restaurant_Review-g189541-d802245-Reviews-Kong_Hans_Kaelder-Copenhagen_Zealand.html#REVIEWS,http://www.konghans.dk/,"French, European, Scandinavian",325,45,45,40,45,141,34,12,6,2
