name,rating,title,review

Bistro Les Amis,50,Great place for our lovely family lunch,"Very impressed with Le Bistro des Amis  on a previous visit and wanted to try  again. Good easy to use online booking  system, lovely welcome on arrival, clean  surroundings and lovely ambience  created with the cosy interior.  Good selection on the lunch / early bird  menu and everything we ordered was  great. Quality produce, cooked well and  nicely presented. Thank you to all for  making our family lunch so special. We  will definitely be back again!"

Bistro Les Amis,50,Glad we ate here,We booked our table at a time to take advantage of the early bird menu. We loved the decor of the restaurant and were impressed with the choice of dishes. In fact it was difficult to choose. We were not disappointed with our three course meals; the portions were generous and the food excellent. The staff were helpful and attentive.

Bistro Les Amis,50,Go French in Skipton,"Great restaurant and it’s dog friendly too. The food and service is excellent and you really shouldn’t miss this restaurant.  It’s worth making a special trip here and even better if you don’t have to drive. The French Onion soup is delicious and you could almost cut it with a knife. It’s so full of juicy onions that have been cooked down and the cheese crouton on the top just adds to the scrumptiousness. We were both so full after this starter that we just had a dessert; the Eaton Mess and crème brûlée. These were both excellent the only improvement for us would be a little less cream.  Really good and friendly service staff and there were three dogs in at the same time and you would never have known it, lots of space."

Bistro Les Amis,50,Definitely recommend,"I went for lunch on Wednesday and the food was amazing, I had the French onion soup and the chicken liver pate both very tasty. The staff were great very attentive, French decor and music. Great atmosphere."

Bistro Les Amis,10,Don’t bother,Shockingly slow service (if you can call it that). No interaction unless waved over. Food was a ridiculous wait for overpriced rubbish. Don’t bother unless you’ve got a whole evening to waste.

Bistro Les Amis,50,Very good all round.,"Very tasty food. Well presented, and reasonably priced. Friendly efficient staff. Warm, comfortable, clean decor. Happy to recommend"

Bistro Les Amis,50,Fantastic,"After getting married, we had booked a table for 30 family and friends for the day after. The night before our wedding our table was cancelled.  Le bistro to the rescue. The manager Fraser put together a beautiful menu for our guests within 24 hours. The food was delicious and the service was brilliant. A huge thankyou to all involved you all made our weekend that extra bit special."

Bistro Les Amis,50,Just Superb,"we booked a table on recommendation from a cousin who lives in Skipton, I am glad we did.  Menus presented, drinks orders taken and wine ordered, by a friendly young lady.  We chose Scallops in Gruyere and Parma ham, followed by Seafood money bag and Duck breast. The food was out of this world, truly one of the best meals we have had in years.  As we were both nearly full, just enough room for a Creme Brulee and Lemon Tart. Again exquisite.  Service was perfect throughout, friendly knowledgeable waitresses, attentive without being intrusive.  We will definitely return next time we are in Skipton"

Bistro Les Amis,50,"Excellent lunch, highly recommend.","A wonderful lunch. The food was simple (we just had baguettes with fries) but SO well executed, with clearly a lot of skill. The decor is lovely, the staff were so sweet and we will certainly be back."

Bistro Les Amis,50,Highly recommend excellent food,"Went to le bistro on Sunday for a family meal for our dad's birthday / fathers day, we all had a Fabulous day the staff where very friendly and welcoming and the service was excellent, and as for the food we all was on complete agreement that it was amazing and so tasty hats off to the chefs.  we all will definitely be returning 😊😊😊👍👍👍👌👌👌"

Bistro Les Amis,50,Absolutely delicious!!!!!,"My father in law chose Le Bistro for his 75th Birthday Meal, aswell as taking my own dad for father's Day! after them waiting patiently for a member of our family to arrive, we then ordered!!  Every single person enjoyed their food!! My dad (who I feel can be a little fussy) commented how tasty it was and how delicious it was when he went a couple of weeks back! Definitely a compliment! Service was excellent and food exceptional!!  I have personally been here a few times,it never disappoints ,it is one of my favourite places to dine the patè is a favourite of mine.  Thank you very much! Highly Recommend and we will be returning!!"

Bistro Les Amis,50,wow!,"Came here the other day for some lunch with my friend and wow! Staff where very nice and welcoming and the food was amazing. I got the french onion soup, absolutely delicious, and then i had the toad in the hole which was absolutely delicious I really made a great choice in what to get. Will definitely be back!"

Bistro Les Amis,50,brill birthday dinner,"came here for a birthday dinner with my boyfriend, it was so lovely and the staff (even though it was busy) managed to make it so special.  I had the pate to start and as always it was perfect while my partner had the scallops. honestly amazing he had no complaints.  for mains, I had the chicken and it was amazing, so moist and he had the toad in the hole, amazing.  we will definitely be back and we definitely recommend."

Bistro Les Amis,50,Fabulous food A* service!,"Myself and my family had such a great time here on Sunday 18th June for Fathers Day.. Great food, fabulous service… very highly recommend A***** Many many Thanks Louise x"

Bistro Les Amis,20,Poor,"Really disappointed. Took some work colleagues for a mid week dinner . One of the party ordered toad in the hole to then be told just before starters came out that they had run out of Yorkshire pudding! It’s egg , flour and milk, really !! I ordered cured ham with melon . It came with a small over cooked piece of ham that disintegrated on my plate . When I asked where the cured ham was I was told they had run out and was offered boiled ham as a replacement . For the prices being charged it was not good enough I’m sorry to say. We did get an pint of beer thrown onto the table with no explanation but can only assume it was due to the food mess. Also adding the 10% tip without any apologies at the end summed up the experience and poor overall service ."

Bistro Les Amis,50,Fantastic!,Fantastic food - starters mains & desserts were delicious. On holiday in the area and booked online - all 4 of us loved it.

Bistro Les Amis,50,Lunch celebration 🍾 well worth it.,"Last minute choice for lunch. WOW!! Food was amazing, service fab, the owner was so lovely, shame l could not get the soup recipe. This is one eateri you will be back to again and again . A Must visit when in Skipton."

Bistro Les Amis,50,"Found, at last............","Food was excellent & well worth waiting for ( a bit longer than expected). Service was polite & attentive. Visit Skipton every now & then but hadn't found somewhere to eat that we'd go back to next time. We have now! Not as expensive as you'd think, too. I'm allowed one gripe (apparently): Deep red walls & black stairs? Thought that we'd fallen into an Edgar Allen Poe set! Brighten it up FGS."

Bistro Les Amis,50,Definitely worth a visit,"We had the ""early bird menu"", £23.00 plus service charge, absolutely fantastic quality and value for money.    The food, the different tastes, a shear delight. I have certain allergies, the chef changed a sauce for me.    The ambience, very French, the service, excellent. We were absolutely not rushed, neither hurried, or left too long, excellent.    Absolutely stunning, definitely worth a visit if you are in the area."

Bistro Les Amis,50,5* dinner,Me and a friend came for dinner a few evenings ago! The food is absolutely superb and the staff are so so friendly and attentive! 10/10 definitely recommend

Bistro Les Amis,30,Excellent food…slow service,The food here was excellent as always - really tasty and good portion sizes. The menu had a good selection and was reasonably priced.    Unfortunately on this visit we were let down by very slow service despite the restaurant not being busy. Plates weren’t cleared for ages after finishing and there was a lack of attention in respect of drinks & desserts. This is a shame as the service is normally very good here.    We then had a service charge added to the bill of 10% - if a service charge is to be added then the service needs to be consistently good.

Bistro Les Amis,50,Great tasty food.,"Amazing food, very generous portions and lovely atmosphere and good value for early evening menu. We will.return next time visiting Skipton."

Bistro Les Amis,30,"A little disappointing, given the ratings","We were looking forward to this a lot, based on reviews, but of our 4 nights eating out in the area (a local pub, a country house hotel, an Italian restaurant) this was our least favourite. Little sign of Frenchness in decor, and the menu was odd - French, British, Italian (Russian?)    The food was fine, but nothing special. The vegetables were very oily, lemon tart not very tangy. Service was friendly and willing but not very professional.    And I really do hate it when restaurants add a service charge without saying so."

Bistro Les Amis,50,A wonderful & authentic French Bistro.,"Wonderful food & a lovely ambience. Good selection of well presented & good portions of tasty food. The staff are friendly & the Restaurant is perfect for Friends, Couples & Families. I would highly recommend this place & we would definitely go again."

Bistro Les Amis,20,Shame waste of a good walk,"Firstly take in that sign outside advertising Real ales , there isn't any !!  The two stars are for the starter crab.and the wine , but the Sunday lunch is poor ""The Sunday Lunch"" was just warm, overdone veg soaked in butter, Yorkshire pudding that tasted like the box they came in and the pork was under cooked with traces of blood, out of the four of us nobody said it was enjoyable, we all go out as a group nearly every Sunday for a good walk and a Sunday lunch and we all have favourites, unfortunately it won't be here."

Bistro Les Amis,50,Amazing food,"Some of the best French food we have had.  The seafood money bag was out of this world, as was the beef bourguignon. The only room for improvement is to try and make the space / atmosphere a bit more intimate. We were sat on a table really close to another couple which was quite awkward especially since the music was really low you could hardly hear it, so we could hear every word the other couple were saying and vice versa so we couldn’t relax"

Bistro Les Amis,50,Indulgent lunch,"My Dad and I always love a visit here, delayed a fortnight this time, due to train strikes. The baked Queenie scallops were as sinful as ever and boeuf bourginon was a hearty feast. Friendly and efficient service from the team. There was a small misunderstanding with the drinks but it was resolved promptly and with a smile. Plenty of wine by the glass and the coffee is excellent too. I only wish that it was not so far away from us!"

Bistro Les Amis,50,Skiptons hidden gem!,"A hidden gem, the very best Sunday dinner available. Great food and staff, can’t wait to return!! 12 out of 10👍🏻"

Bistro Les Amis,50,Highly recommend for friendly service and great food,"Very friendly atmosphere with great service and excellent tasty and substantial dishes. A good selection for starters and mains. Overall, good value for quality food!"

Bistro Les Amis,50,Superb!,"Superb food, excellent and welcoming staff. Can’t recommend highly enough. Lovely atmosphere. The seafood money bag, cottage pie and toad in the hole were all excellent and my friends and I are looking forward to a return visit!"

Bouley,50,Excellent choice would highly recommend.,"The food was excellent and we allowed our waiter to make most food and wine at pairings, and he did an amazing job. The beef cheek was the star of the show, with a beautiful Demi glacé and a hint of ginger in the creamy potatoes."

Bouley,50,"Very good brunch, excellent value.","We had brunch there. The choices were limited, but food was excellent. It was also good value, really not expensive for the quality food provided."

Bouley,40,"Immerse yourself in fresh, unique flavors","We ventured in for lunch and made reservations for dinner the following evening. I had lichen with my starter and lament there is little chance of having it again. I would gladly eat the lichen, crunchy and slightly sweet, rather than potato chips. The rest of the meal had other boreal flavors integrated, which made the entire experience intriguing and flavorful. If we lived in Quebec it would become a regular haunt."

Bouley,50,This place is special,"This food is both innovative and wonderful. Presentation is excellent. Service excellent. Menu selection is fairly extensive, and the quality excellent."

Bouley,50,Best onion soup …. EVER,"The plan was to go to chez Boulay to try the onion soup. Had the soup, a drink, and knew we had to go back. Returned for dinner. Wonderful experience. Service terrific. I had a delicious lamb plate, we also had beautiful arctic char. Dessert was chomeur pudding, a type of bread pudding and the seabuckthorn meringue pie. If you visit Quebec City, treat yourself, dine at Chez Boulay."

Bouley,50,Unique Chef Inspired menu and Quebec experience.,"Classy and unique menu, inspired by chefs. A light fish dish is extremely tasty. The staff was very pleasant and helpful."

Bouley,50,Terrific meal in the heart of Old Quebec,"This is a bustling restaurant where food is king. We were two couples who were fortunate enough to be seated where I could see the prep station at the open kitchen. Their work was amazing. There is a large and busy (but well organized) staff, very efficient and helpful. Nothing detracts from the food. I started with an interesting baratta and tomato dish where both the cheese and tomatoes were very fresh! My main was a duo of blood sausages, very tasty and not overly strong. The others in my party started with an outstanding leek and apple soup and a modified French onion soup with a light whipped cheese and a creamy broth; they all loved their choices. Their mains were walleye and arctic char, also perfectly done. The wine list has good variety at good price points. All in all, one outstanding meal for all four of us!! This is a must try!"

Bouley,50,Go for lunch. Less expensive but just as good.,"We went there for lunch, when the prices were far more reasonable, and it was a truly amazing meal. The menu is limited, but that doesn’t matter because everything was astounding. I am not a vegetarian, but if I had the opportunity to eat what they created for me, I could easily become one, however, the beef cheeks also looked amazing. The service was stellar and the ambience amazing."

Bouley,40,"A fun, interesing take on local, forest based food.","Really well done, unassuming, and welcoming even though they have been there for years and are in the middle of the tourist area. Food was clearly fresh, imaginative, and not overly priced."

Bouley,50,Wonderful Evening,From start to finish this was a wonderful dining experience. The service was perfectly paced… no rush… and the food was exceptional. Every dish was perfectly prepared. The wine list offers bottles from all areas of the world. We rank this as one of the best meals we have experienced in our travels and our server was knowledgeable of the menu and very helpful with our choices.

Bouley,50,High-End customer service,"September 30th I were calling on phone to Australasia from another continent cos I had no opportunity to write an e-mail. This call was extremely important to me cos I`m in charge of preparing a birthday party for my boss .  I was so excited by an amazing customer phone service. The recepcionist was polite and considerate. I`ve been wondering about some details in the menu as there are allergic and vegetarian people among us. It`s suprisingly difficult to have a intercontinental phone conversation without any difficulties, still the receptionist provided all details that dramatically enhanced and sped up my preparing process.  Massive thanks to your amazing customer service!"

Bouley,50,Best meal of our trip!,"One of the best meals we had in Quebec City! Very Celiac Disease friendly - which was my biggest concern. The restaurant was packed, our server was very busy, but still treated us like we were his only customer. Our meal was perfect in every way. This chef knows how to blend flavors uniquely and deliciously. I would go back again and again! A wonderful meal in a perfect atmosphere. Don't miss eating here!"

Bouley,50,Memorable Meal - Excellent Service,"We were very excited to get a reservation here and the meal was in keeping with all the great reviews. The evening we dined it was pouring outside, but the restaurant was full. We started with the cheese plate and enjoyed it with sauvignon blanc wine. I had the chicken breast on fresh corn with crispy polenta and it was very flavorful. My husband had the poached walleye and he said it was perfect. We didn't have dessert as we were worn out from sightseeing, but I'm sure it would have been great. Highly recommend this restaurant."

Bouley,50,PERFECTION,"We ended up coming here upon arrival  In Quebec City and we were looking for someplace we could walk to from our Airbnb. We came here after we had gone to another restaurant and found it closed up. This was a lucky find. The restaurant was full, but we were seated in the annex, which was quieter and just lovely. it’s a small menu but everything on it is top notch. Everything is super fresh.  We had the French onion soup, which was outstanding, and a tomato salad with Burrata for appetizers.    I had the halibut and it was cooked perfectly with a light hollandaise sauce and served over cooked fennel. The combination was delicious. My husband had bison that was super tender , with some french fries.  The dessert menu looked wonderful, but we decided to skip dessert tonight.  This is definitely a restaurant worth going to. Different flavors than you might normally find. Everything made with fresh herbs and spices. Our waiter was super nice and friendly and helpful. He spoke English with us. This place is a gem. Be sure to call For a reservation before you go because it is very popular ."

Bouley,30,Disappointing--mediocre food.,"Very disappointing. The food was mediocre--the soup, fish, pasta. This was our big splurge in the city, and it left me in a terrible mood. Perhaps the meat dishes are better. I was interested in dessert but after our entrees, we weren't willing to risk it."

Bouley,50,excellent food and atmosphere,very nice dinner sitting outside Service slow but everything else good .Arctic char terrific. Steak/frites very good. For dessert would try something else beside the ice cream sandwich Fairly Pricey but worth it overall. Will be back next time in QC.great location too

Bouley,50,Yummy dinner in Quebec City! Beautiful old town?,"Beautifully plated, delicious and uniquely presented! I had the salmon appetizer and the chicken Main corn with fresh corn and yummy fried polenta."

Bouley,50,Simply marvelous,"I wanted to give a great present to my girlfriend and she mentionned a few times that she had lunch at this place and she loved it. So to hit a homerun I invited here for dinner on her birthday. Well quite a surprise for me! ( never been there before) It is a exceptionnal place to go, meal, atmosphere, service, beverages everything was just great. Price were very readonnable for the quality and quantity in your plate. I highly recommand this place. It s a taste of heaven 😋😉"

Bouley,50,Great meal,"We had a great meal here. Our waiter was very attentive. We found different entrees here that were very good. We highly recommend that you eat here,"

Cafe Gitane,30,Our New York Trip,"Great little place to have brunch. The wait is not too long and there is seating outside as well. Inside is small, enough for about 10 tables. There’s also seating at the bar. We sat inside and our wait for our food was not that long.  The cappuccinos were a bit light, that is if you are used to strong coffee.  The meals were delicious, the waffle topped with berries and the salmon, potatoes and egg dish were great.  The double espresso was very watery."

Cafe Gitane,30,"Good service, Coffee/Croissant OK",I stopped for a croissant and coffee early morning. It was really pleasant sit outside and watch the people strolling by while enjoying the cafes offerings. All in all the coffee and pastry were fine without being outstanding. Service was friendly and well judged.

Cafe Gitane,50,"During my trip to New York,","During my trip to New York, every morning I went shopping and in the afternoons I went more to visit the city. I was able to visit Central Park which is New York’s largest park, the Empire state building which is one of the largest building.  I was able to visit Central Park which is the largest New Park in the city as well as many museums such as the Solomon R Museum Guggenhein which has me much more. I ate every lunch in different fast food tasted what was hot dog, macdo, kfc... And in the evenings I went to eat in the most famous restaurants in New York. And also visit the status of freedom that I unfortunately could not see because of my short stay."

Cafe Gitane,10,Granola without granola & French service,"We went in here for a late breakfast. My wife noticed on the menu outside they had fresh granola, which is what she fancied. We both ordered the bowl of fresh granola but what we were served was a load of yoghurt, a mix of fresh fruit, chaotically put on the yoghurt and a very thin, hardly to be found, fresh granola. It's hard to comment on the quality as there was so little. We complained about it and got a French shrug, which meant so much as: 'take it or leave it'. We paid and left. While leaving we heard the table behind us make the same complaint about the non present granola, which made us realize, it wasn't us."

Cafe Gitane,50,Original couscous,I had the couscous.is so original and so tasty. The service is fast perfect when you are in rush even when its busy. Nice place I recommend

Cafe Gitane,50,"Great experience, tasty food, good service","Great little french cafe. The food here is really great. Vegetables are fresh, the serving is beautiful and the service is friendly and professional."

Cafe Gitane,40,Fresh new age salad,"Quick salad lunch at this place, didn’t disappoint. Coffee was surprisingly good too, not amazing but definitely drinkable. Ok service"

Cafe Gitane,40,great coffee!,"Honestly, this is the kind of place that makes you love New York. The kind of French restaurant that I would be hard-pressed to find anywhere else (maybe even France!) on a crowded street where you can sip a coffee on the sidewalk and watch the world go by. Not exceptional but definitely solid food in a place that has great atmosphere especially in the summer. Was the perfect way to start my day in SoHo/LES"

Cafe Gitane,20,High hopes but disappointing experience with service and food,"I'm a local who has walked by this restaurant many times with high expectations. Our party of five arrived on a Tuesday night open minded and expecting a great night. We were disappointed in the service and let down by the food. We were treating a friend and she could not hide her disappointment. There was ONE waitress (who was new on the job) for the entire restaurant; she was very pleasant but could not manage the work load. Three guys behind the bar could not help with filling water and clearing plates?? We ordered 2 starters for the table that were dry and unappetizing. Our entrees were flavorful and we enjoyed them, but were more suitable for a lunch or brunch menu than dinner. So many great choices within a 5 minute walk..... I suggest that you walk by this one unless the management changes."

Cafe Gitane,50,A tarot divination,"We enjoy being in SoHo just to explore alternative life style! This visit wasn’t different: just browsing around we ended up at this small and attractive cafe restaurant. I’ve added the restaurant as a great adjective to this cafe, because the menu was wider than a regular place; also because we enjoyed our sandwich with guacamole and eggs, plus the cheese plate order, to be complemented with a nice wine. It was 11:30, and our brunch was perfect. Try it! No regret!"

Cafe Gitane,40,Lunch outside on a beautiful spring day,"My wife and I were walking through this soho/noho neighborhood and stopped at one of our favorite cafes. We’ve eaten here many time before, and brought friends as well. But we hadn’t been back in a while. Nothing has changed. Food is great and reasonably priced. Service was gracious and efficient. The weather was great, so we dined outdoors and watched the world go by. Highly recommended."

Cafe Gitane,50,Our favorite café for lunch!,We have not been back to NYC in 7 years. We were so happy to see that nothing has changed at Café Gitane during our absence. The vegetarian small plates and salads are as flavorful and delicious as we remembered.

Cafe Gitane,40,Lunch on Mott,"The little hidden gem on Mott delivers a very good meal in a nice environment. The bar is a great place to watch the chefs work their magic. We had a few drinks at the bar while waiting for a party member.    Once st our table we ordered the egg on a French baguette, the veggie burger and the Moroccan cous cous. Everything was excellent and very filling."

Cafe Gitane,50,Super cute,"Love this little gem. I have been many times, with friends and family. Love the simple decor and the food, the cous cous is a must!"

Cafe Gitane,50,Great place to stop by for good wine and good food,"I run accidentally in this place and I found a small and nice place, very good french wines, good food for a reasonable price and very kind people that works there. Didn’t have a big proper dinner just some appetizers and wine but I ended up very satisfied. Recommended if you are looking for something easy but good. Enjoy"

Cafe Gitane,30,Breakfast!,I was staying in Nolita so decided to try breakfast at Cafe Gitane. I ordered a breakfast sandwich and some coffee. Opens at 8:30 am.

Cafe Gitane,50,My favour lunch restaurant in Soho/ Nolita,"I love this boho organic restaurant and in every visit to NYC , I will have lunch there while shopping Soho Service is amazing , crowd too and the food delicious"

Cafe Gitane,40,Great Couscous,The couscous was very good and I ordered the goat cheese appetizer and mixed it in with bites. I ordered on an app and had it delivered so did not get to experience the actual restaurant but the food was great.

Cafe Gitane,50,Wonderful breakfast,"Great food, coffee and selection of breads! Family of 4, it was a tight squeeze in the restaurant but well worth it!"

Cafe Gitane,50,Delicious couscous!,Small bistro style restaurant with delicious food. Couscous was very good! Prices are fair. I’ll be back.

Cafe Gitane,50,Great place!,"This is a calm place, with warm and welcoming staff. The atmosphere and food was very nice. I would recommend this to anyone who wants a calm, fast, and good breakfast. (Our food came very quickly)"

Cafe Gitane,40,Cool little cheap eatery serving wicked cous cous,"Fantastic little simple cafe serving Moroccan inspired food. Very friendly service, and a happening vibe. Very good value ( cheap ) and delicious!"

Cafe Gitane,50,Relaxed friendly cafe with excellent food and wine,Completely stress free cafe with terrific food and wines. Great atmosphere and professional wait staff. Couscous are recommnded!

Cafe Gitane,50,Perfect !,"It was perfect, the dish was excellent very quick serbes, the place is beautiful and warm. The Best restaurant from nyc"

Cafe Gitane,50,Nice place with great food,I had late breakfast here and I really enjoyed it. It was tasty and the staff is very nice. This place reminded me of France.

Cafe Gitane,50,Nice place,We went there for lunch with friends .. we really enjoyed our foods .!! Delicious.!! Nice staff.! Great atmosphere

Cafe Gitane,40,Top shelf food,"Perfect place for vegetarian people, cosy cancel light diner in an relaxing environment. A lot of courses are made live, so if you get the Chance, sit by the bar."

Cafe Gitane,50,What a discovery,"French café in a French setting. Very healthy meals for under 20$. We chose a seat at the bar/open kitchen and it was amazing. All fresh products and my banana tart was made in front of me, so not just store bought."

Cafe Gitane,30,Nice place cool design but the staff not really friendly,We heard about the place and really liked the idea of the coffee shop but was disappointed with the attitude of the staff

Cafe Gitane,50,A Nolita Classic: it doesn't disappoint!,Great food - great value for money - very cozy - no frills! Try the watermelon mimosa and the avocado toast (without egg)! Love that place and always visit it when in NYC!

Cafe Gitane,50,A well kept secret!,I almost don't want to say too much about this spot as I lov the fact it is discreet and frequented by locals rather than tourists. If I am in the neighbourhood I always pop in for a coffee and I really love it here.

Cafe Gitane,50,Breakfast,We loved the fruity breakfast and the frenchy-marroc environment. Style done in perfection regarding tailored details as European change plates (not sure if right wording).

Cafe Gitane,50,Fab NYE Eatery,Such a fantastic little gem - it may not look like much but it packs a punch for good value - tasty eating. Lovely NYC vibe without NYC prices!

CamaJe,50,Great atmosphere,"It was a really great experience loved it would definitely go back. The food and wine was amazing, and they were very accommodating."

CamaJe,50,Delicious meal,"Excellent restaurant. The French Lentil salad (mixed greens, beets, herbed goat cheese), the bouillabaisse and the dense, rich flourless chocolate cake are all delicious. The service is attentive."

CamaJe,40,Nice for a small snack and a glass of wine,"On our nice stroll through the area, we decided to stop at this place.    At first mainly due to the availability to sit outside and be able to smoke while enjoying the street pictures and the buzz in the area.    We ordered a few glass of wine and some of the smaller dishes - they had a platter with pate, duck and goat cheese, which all can be recommended.    Also had to try the escargots - Not the best tried, but for the place I think as expected.    The service was great and our waiter always very observe on us..    Free wifi for the interested.    Being from Europe, we felt like true local New York´ers for a few hours:)"

CamaJe,50,"Camaje: Great Service, Good Food","My wife and I had a great experience at Camaje. Our waitress, Gretchen, is a gem. Her salary should be doubled! She went out of her way to make our dinner an experience. I had the evening special which was breast of duck which was excellent. My wife had mussels which were also excellent. I highly recommend Camaje. Thanks for such an enjoyable evening."

CamaJe,30,"Great overall experience, food lacking","I went with a friend as we'd both read and heard about dining in the dark and were extremely interested.    I'd rate it most favorably for the experience itself--I wont knock that one bit! The service while there was excellent! Since you are blindfolded your senses of smell and taste are to be heightened.    There was a ""crunch"" start which was ok. Then was the appetizer which was shrimp with a sweet corn type of sauce with tomatoes. There was one shrimp so kind of skimpy.    There was then the main which seemed a bit basic, and a dessert which was pretty tasty but again I was expecting a bit more due to the cost of the meal itself.    There was liquor paired throughout which was a nice touch but I'd recommend going primarily for the experience itself, not the food. Not to spoil it for anyone but the most fun I had there was more so for the sound and participation experience vs. the food itself.    I think it's definitely worth going at least once, especially for a special occasion since it's out of the norm."

CamaJe,50,Fantastic!,"Me and my boyfriend wanted a different experience in New York! So we ended up booking a blindfolded dinner in the dark, that turned out to be the right thing to do! Ernest and Abby and all of the other nice people leading us throughout the evening (to the bathroom, tablesettings and our chairs) was seriously the best! Thank you guys for having us! See you next time //Robin and Linnea from sweden"

CamaJe,40,Try the duck!,"This small cafe has wonderful food. Because of its size, you should make a reservation ahead of time. The staff is warm and friendly. The restaurant is in the Village in a great location, and has a nice atmosphere. We had the duck, which was delicious and not at all fatty. We went with a Groupon. Be aware that they have special dinners every so often where people are blindfolded and eat in the dark so as not to be distracted from the taste of the food. We never went to those, and also if you have a Groupon you can not use it for that. So, call ahead so you won't be disappointed."

CamaJe,40,Nice Brunch Spot,"Great brunch spot close to the village in NYC. The onion soup wasn't good :( , however everything else was great. The serve was very generous with champagne for the mimosas. The restaurant is kind of small so if you are going with a large group call in advance. Perfect for a group of 4 or couples intimate date."

CamaJe,50,Unique experience,"My husband and I signed up for the blind folded dinner experience and didn't regret it.    We were led in blindfolded so we couldn't see what the restaurant looked until the end. The appetizer was a delicious shrimp salad, entree was pork (I thought it was chicken!) and the dessert was a grape tart (I thought it was blueberry tart).    We really enjoyed the experience I recommend doing this at least once."

CamaJe,40,Dinner in the Dark,"The experience of eating an entire meal blindfolded was unique. Camaje has been hosting this event for 12 years and they really have the mechanics down well. The servers were attentive and very clear on their instructions throughout the meal. The menu was carefully planned so that the food required no cutting (thank God) and there were no drippy sauces. I found myself using my left hand to get a sense of where the food was on my plate and to guide food onto my fork - why not, everyone was blindfolded? The room was very loud to the point where I just didn't want to compete to be heard. It would have been fine for couples to converse but there were a few larger groups that were yelling across their tables to talk over other guests. After the first hour I really wanted to rip my blindfold off because it was a bit uncomfortable and it rested on the bridge of my nose, partially obstructing my sense of smell (particularly while trying to get the bouquet of the wines). I found myself readjusting the fit and position of the mask throughout the meal. The food was tasty, although not plentiful - for $95/person I expected a more substantial meal. The owner and chef, Abby Hitchcock, is VERY pleasant and took time at the end to ""reveal"" details and ingredients of the menu. Overall it was an interesting and worthwhile experience."

CamaJe,30,Dinner in the dark was sparse,"For an interesting night out, why not eat dinner blindfolded? Great concept, lotsa fun. However at Camaje Bistro, eating in the dark still left u hungry. I found myself grabbing a slice of pizza after dinner. Go for the fun of it, not for the meal"

CamaJe,30,Dinner in the Dark at Camaje,"Well we have a group of friends and for everyones birthday we try to embark on a new experience hence Dinner in the Dark at Camaje. Overall a unique experience and a lot of fun the first hour but after that I was itching literally to get my blindfold off. The concept is to be completely blind to whatever you are eating so that you can experience the sounds, tastes, and textures around you without judging with your eyes. While waiting outside I was reading the menu and was eagerly anticipating what my dinner would consist of. Was hoping to have something similar to what I was reading but that was not the case. All courses were paired with wine which was all quite good however the food up until dessert was not what was expected. The first bite was a crunchy garlic crostini. Served for the sound effect it was fine however it was impossible to bite into. Just a little too crunchy for me. The second course was a celery root soup served room temperature and tasted right on the mark like a bunch of celery. The main course was a pork tenderloin with cumin, coriander etc so decidedly tasted like curry served with polenta and asparagus. Not a polenta fan and definitely not a curry fan so at this point had barely eaten. Never found the asparagus on my plate but heard they were quite good. Dessert was fabulous but at that point we were starving so the chocolate cake with raspberries and ice cream was gobbled up. Our party of 6 all had the same feeling. A+ for creativity and uniqueness but for the $95 price ticket per person food should have definitely been more upscale and more mainstream in terms of flavor profile. Wines were enjoyed by some but not by others. Loved the concept and was hoping for more in the food but sadly failed in that department. Servers were attentive to our needs even if a little testy at times. I guess with 30 + diners blindfolded, loud and demanding thats to be expected."

CamaJe,50,Excellent,Food was delicious. Service was outstanding. Small and quiet place. Will definitely return when we are in the city again.

CamaJe,40,Good food. Good Service. Cozy and Relaxed Dining.,"1/2 block away from the hustle and bustle of Bleeker & McDougal, this cozy little restaurant has good food and service. They often have a Groupon offer so look and see if they do and get an even better deal."

CamaJe,50,Very creative approach and great experience,"Camaje has been established for a long time and has succeeded in a very competitive neighborhood with a discerning clientele. Our visit just after Christmas 2016 was a very pleasant experience. Comfortable set-up is allied to an excellent cocktail/wine list and menu, which has a French/American emphasis. My (soup) appetiser was outstanding and our mains (lamb/fish) were perfectly prepared and attractively presented. We will definitely be returning."

CamaJe,40,Great food and Cozy!,"As soon as you walk in you are hit with a welcoming and interesting space. Menu was unique and the food fresh and awesome. Our waiter was lovely and very accommodating. Food took forever to come out but if you are dining with great friends and family or the love of your life and you have the time, you won't notice. Happy dining!!"

CamaJe,50,Lovely Little restaurant,"Best duck I've ever had. Also, the escargot appetizer is succulent and well-prepared. All the food, in fact, including amazing desserts, thrilled. Small, intimate venue. Courteous staff. A winner."

