name,rating,title,review

Noma,50,Worth the 5 year wait!,"The most amazingly theatrical, sensory and delicious evening ever! From the minute you arrive and every one of the 20 to 30 chefs says ‘Good Evening’ to you until you leave 15 sensational courses later, it is an absolute feast! 8 wine pairings too which are unique and diverse, every single one is a perfect match to the food. Was it worth the 5 year wait it took for me to get a reservation in Vegetable Season - absolutely. Hope it won’t be 5 years before we can return!"

Noma,40,Pretentious but quite an experience,15 courses of vegetables all exquisitely prepared with a wine paring of mostly wines you will never have heard of or tasted before. Arrived at 6pm and left at 11.45 longest meal I ever had. Would I go again - no but probably would advise a friend to go just for the experience. Be careful mindbogglingly expensive if you have to ask you can't afford it. Service was exemplary probably more staff than diners.

Noma,40,Fantastic experience albeit heavily on the experimental side,"If ever given the chance to eat at Noma, one should not hesitate for a second but be sure to keep a very open mind. To start with being a meat lover in the middle of the vegetarian season is probably not the best combo but to be fair, several dishes are barbecued in a way to resemble meat such as the mushroom main dish which even looks like a piece of steak. The staff is as expected outstanding and each dish is served by a different staff member so guests kind of get to know all of them.  The wine list also requires the same open mind unless someone is truly a fan of organic and natural wines. If not, then it’s probably best to choose a wine you know and like from the wine list, although one would be mistaken to think that most well known wine brands would be available here. Noma is all about experimenting on all levels, food and drinks but an open mind will make it an enjoyable experience."

Noma,50,Perfection,We’ve been waiting to get here for a long time now….. but finally the opportunity arose (wife’s birthday celebration) and all of us were completely bowled over by the whole dining experience…near perfection on everything…from the meet and greet ( by all staff) … the incredibly friendly service … to the absolutely delicious food …we left very contented…and would highly recommend a visit

Noma,50,A bucket list must,I’ve tried more tasting menus than I care to mention and it takes a lot for an top rated one to live up to the hype. But this was well and truly a culinary journey like no other. I will remember the dishes and the effect they have on all five senses for years to come. It was worth the wait and I feel very lucky my colleagues in Denmark decided on this place for our annual event.

Noma,40,Not superlative,"A recurrent winner of “World’s Best Restaurant” which it recently lost to Geranium, also in Copenhagen.    Now a Michelin 3* destination, we obtained reservations for 1245 lunch seating on my birthday with my husband and friends who flew in from USA to meet us.    My girlfriend is a big fan of detailed meal preparation and has Rene Redzepi's book on Fermentation.    We were greeted at the curb and escorted through the dreamy farm setting through the garden with a table at the entrance showing the ingredients for the vegetable season, an opening Tart comprised of Potatoes plus Nasturtium exceedingly delicate prior to a Summer Salad featuring Berries, smoked Sauce and Fava Beans.    (the list of the food courses here I took from a prior review, which did a great job of summarizing them, and added my comments)    The next dish was an amazingly wrought, grilled Pepper stuffed with unripe Strawberry and Seeds garnished by squeezable Rhubarb followed by a “Pea and White Currant Dumpling” encased in translucent White Currant “leather.”    Next wowing with a Dolma of Cucumber Skin filled with Barley Koji, somehow more complex than those stuffed with Lamb, assertive Elderflower-Black Currant Juice provides great balance to Young Onion Gel with Cream and a high-effort Radish Pie.    Designed to suggest a Nordic village, natural décor throughout an airy space flooded with light, “Scoby Steak” proves to be one of noma’s more conceptual dishes in its use of thick Kombucha Skin topped by Marigold Chili Oil while the Flowers find themselves Tempura-battered in follow up and ready to be dragged through Whiskey-fortified Egg Yolk.    I thought both of these dishes were barely edible, not pleasing or delightful to the palate at all. Scoby is the layer that forms on fermented food and they decided to serve it with a delicious sauce. I thought maybe they were laughing to see how many people would actually eat it.    I believe the tempura flower was a geranium which is ironic in that their preparation of it was tasteless and the Copenhagen restaurant Geranium is celebrating being named best restaurant in July 2022.    Continuing with Rhubarb and Pine Shoots, a gooey Egg colored by Beets preceding Potatoes packed in Sea Lettuce with Gooseberry, “entrees” consisted of a grilled Artichoke taken whole from the Stem with Chives before a roasted Lion’s Mane Mushroom with sides of Sauce and Salad said to represent a “Steak Dinner.”    The preparation and service of these dishes was sublime.    They finished with “palate cleanser” Salads of France with one including Chocolate and Herbs, more successful than it sounds, fragrant Tea lends perfectly to “A Dessert of Oatmeal and Honey” as well as its honey “chew and spit” chaser which again ironically left wax on your teeth exactly like the child's candy with sweetened wax teeth.    The staff was of course personable and attentive. My friend's book got signed by some present.    As we were escorted out with a perfunctory tour to the curb, I asked if Rene Redzepi was there and was told ""no, he has no need!"" Probably meant to encourage us to understand how well his staff is trained. I asked if he comes in for lunch or dinner and was told, ""sometimes.""    That spoke volumes to me. I do think the noma experience and presentation is amazing, landmark, and experiential. I do think Rene's presence and involvement with an audience who travels literally from across the globe to have lunch with him would be beneficial."

Noma,50,Great Evening - Menu A Bit On The Safe Side,"As expected a great evening, the setting, the building, the amount of work that has gone into every dish.  We truly enjoyed the meal, even if the vegetarian menu was a bit on the dull side and maybe a bit too safe, there was nothing that took you outside your comfort zone, and isn't it party for this that one goes to a place like Noma?  I was missing a greater variety in produce, something one is not used to eating, the Danish fauna has more to offer than Raspberry on every third dish.  Also the sommeliers recommended wines were in general not to our liking.  Still a great meal though, and well done by the Noma team!"

Noma,50,Unlike anything I have eaten before - in a good way!,"Our experience at Noma was very special. The location is very unassuming, we would never have known the restaurant was there if we hadn't been going there. There is nothing 'show offy' about the location at all with little if any signage. There was a lovely welcome which made us feel very special. The food was glorious and unlike anything we had eaten before. It was all delicious and supremely innovative. It looked spectacular and some dishes were so pretty that it was difficult to believe that it was edible. We are not vegetarians but we booked during the Vegetarian Season and we can honestly say that we didn't miss meat or fish, the menu was inventive and delicious.The attention to detail in both presentation, flavour and texture was amazing. The wine and non alcoholic options were very good and well priced given the quality. The staff were attentive and engaging without being overpowering. The restaurant itself was stylish and comfortable. We felt very comfortable during our meal and unlike some restaurants that serve food of similar quality, we didn't feel out of place or 'judged' by staff or other diners. I would recommend Noma to anyone who wants a special dining experience to share with friends or family. It really is a great experience."

Noma,50,Best restaurant in the world!,"We have been at Noma three times the last year and it has been absolutely wonderful every single time. Amazing innovative food, friendly staff, terrific ambiance and nice surroundings. We were, I must admit, a little skeptical before our latest visit in July this year when we were informed that the menu was entirely vegetarian, but after eating all dishes we did not a single time miss meat, fish or shellfish."

Noma,40,Most certainly a destination,"A recurrent winner of “World’s Best Restaurant” in its original format and again capturing the top prize in 2021 noma needs no introduction, Chef René Redzepi’s creation of New Nordic Cuisine having shifted the landscape of fine dining over a decade before the Restaurant shuttered only to reopen in 2018 on the grounds of former wasteland.    Now a Michelin 3* destination, the shift towards three yearly menus with extensive R&D and an entirely custom-built space elevating the experience even further, a visit to noma begins with obtaining a hotly-contested reservation at the cost of DKK 3,000 plus another 1,000 for Juice – roughly $550USD all-in.    The flag-bearer of foraging and fermentation, ideas pioneered by the likes of Veyrat and throughout Japan brought front-and-center by Redzepi, Summer sees noma serving a wholly-Vegetarian menu where guests begin in a self-adjusting greenhouse with Tea before entering an expansive space featuring three dining areas, open kitchen, live-tanks plus room for experimentation and storage.    Employing a staff of over one-hundred including four full-time gardeners to feed just 42 diners a day, though this concept will again change soon, it is once seated that gracious servers deliver a seamless experience across four-hours, an opening Tart comprised of Potatoes plus Nasturtium exceedingly delicate prior to a Summer Salad featuring Berries, smoked Sauce and Fava Beans.    Undoubtedly putting a lot of thought into the pairings, Natural Wines versus Juice and Tea, herbaceous Cucumber Juice signaled the arrival of a grilled Pepper stuffed with unripe Strawberry and Seeds garnished by squeezable Rhubarb followed by a “Pea and White Currant Dumpling” encased in translucent White Currant “leather.”    Next wowing with a Dolma of Cucumber Skin filled with Barley Koji, somehow more complex than those stuffed with Lamb, assertive Elderflower-Black Currant Juice provides great balance to Young Onion Gel with Cream and a high-effort Radish Pie.    Designed to suggest a Nordic village, natural décor throughout an airy space flooded with light, “Scoby Steak” proves to be one of noma’s more conceptual dishes in its use of thick Kombucha Skin topped by Marigold Chili Oil while the Flowers find themselves Tempura-battered in follow up and ready to be dragged through Whiskey-fortified Egg Yolk.    Continuing with Rhubarb and Pine Shoots, a gooey Egg colored by Beets preceding Potatoes packed in Sea Lettuce with Gooseberry, “entrees” consisted of a grilled Artichoke taken whole from the Stem with Chives before a roasted Lion’s Mane Mushroom with sides of Sauce and Salad said to represent a “Steak Dinner.”    Rethinking the “palate cleanser” Salads of France with one including Chocolate and Herbs, more successful than it sounds, fragrant Tea lends perfectly to “A Dessert of Oatmeal and Honey” as well as its “chew and spit” chaser before a fond farewell and comprehensive look at everything that goes into being the ""best,"" whether one agrees with the term and assessment or not."

Noma,50,Unique dining experience,A welcoming atmosphere in a pastoral setting. The tasting menu in the summer season (vegetarian) was of cutting edge originality with a most esthetic presentation. The wine and juice pairing (possible also to mix) was spot on and eclectic. A unique and inspiring dining experience.

Noma,50,Hard to describe how good it is,"From the moment you arrive you’re treated like friends by the very welcoming staff. The food as you’d expect was something special and hard to describe other than to say unique. We had the seafood menu and it was amazing from start to finish. If you get to go, the expense is worth the overall experience"

Noma,50,Exceptional Eden-esque Experience,"Went in with zero expectations. From entering the grounds through a field of flowers, to being welcomed by a ton of staff, to the utmost attention to detail in decor and food and wine and juice— this was exceptional. We loved our wait staff. They were beyond warm and knowledgeable and respectfully attentive. I don’t know how to go up from here."

Noma,40,Made a better impression before it became famous,"The dishes are still outstanding, but there is more emphasis on theater.  I have a problem with wine pairings which include natural wines, orange wine, cider and sake, Mercifully no mead was offered.  The wine list succeeds in filling scores of pages with producers unknown even to someone who for 50 years has had wine daily.  I feel the wine list and pairing was selected for effect, not to complement the food.  They have gone quite sustainable to the extent of not replacing even a quite soiled napkin.  Noma was once my absolute favorite, but with the experience of four 3-star restaurants in just the last month I do not like the direction Noma has taken even if the food is still great."

Noma,30,World's Best? Rather Underwhelming,"The food was as expected for this kind of restaurant and some of the dishes certainly split the crowd. Some skilful creations prepared with great care using the finest seasonal ingredients.    Tea in the greenhouse wasn't exactly the best start that any of us had experienced at a high end dinner. Also, being led to the restaurant from the greenhouse rather than being shown to a path and told to ""Follow the path to a wooden door."" (avoiding the copious amounts of duck doo doo) would have been more appropriate.    Having had poor wine pairing experiences in the past our party decided to go with bottles of wine from the list. The list appeared to list producers rather than varietals which made it slightly difficult to select a wine. The sommelier stepped in here. I requested an Albariño, preferably from Galicia, as this has paired well with similar seafood taster menus in the past. None were available, but I was recommended a Verdejo from a producer in Castilla y Leon, whom I had not previously encountered, but which worked with most courses. On the bill the bottles of wine were simply listed as ""White wine"", so impossible to check out the producer.    First course of crab broth inside a crabs head and drunk through the mouth opening unfortunately left me with a rather pungent smell which lingered with me for the majority or the service. Simply providing a drinking straw may have prevented this. A waiter commenting that the blanched scallop may twitch as some of the nerves may still be ""alive"" was possibly not the best advice to give, particularly if a member of the party is sensitive to comments such as these.  I personally enjoyed most courses. Others has a different opinion.    We were presented with a copy of the menu at the end of the meal. May have been a better idea to be given a copy at the beginning in order to track the progress of the experience.    Staff were all friendly enough, every member of staff greeting you as you are shown to your table. All waiting staff had good knowledge of the courses and ingredients.    The attention to detail which is expected at a high end restaurant was a bit of a let down; serving the next course when one member of the party was not at the table, clearing plates when not all diners had finished, leaning across diners to serve others, the inability to serve an Americano, instead of an espresso or filter coffee, lack of petit fours (the finale), the poor quality if wine glasses (rolled rims). Not really what you'd expect of a 3 Star Michelin restaurant, especially one which has so recently achieved that accolade. These points may seem slightly picky but................. ""Best Restaurant in the World"", 3 Stars.    I can understand what the restaurant is trying to present, but it just doesn't do it with 3 star refinement."

Noma,50,Lived up to the hype,"When you've been named ""best restaurant in the world"" 4 times, and when it takes years to make a dinner reservation, there is a certain level of expectation on a place.    I have to say that Noma lived up to this level of expectation, which when you think about it is really saying something.    Everything about the place was enjoyable, interesting, tasty and above all it was personable. I've been lucky enough to eat at many wonderful restaurants around the world and at some places there is a certain arrogance. Not so at Noma.    It all starts with the short walk from taxi drop off through an unmanicured field by a fairly ordinary lake flanked by greenhouses. You're met at the door and escorted past the completley open kitchen which is almost part of the restaurant piece itself. There's no menu (until after), but the waiting staff all discuss every course with you in as much detail (or not) as you'd like. We mentioned that we didn't want the full wine pairing as we don't drink enough to be able to manage it - no problem, they created a mixed wine/juice pairing for us and charged us very reasonably. Having said that, some of the wine was phenomenal and one of the best true ""pairings"" I've had. The food? Well the food speaks for itself...    If you're lucky enough to get a table just go."

Noma,50,There's only one original,"Noma revolutionized the global restaurant scene several years ago. Countless places around the world tried to copy its Nordic fine dining concept or were at least inspired by it. The global fame it has earned makes everyone - our group of diners included - come here for nothing less than an unforgettable experience. And Noma delivers. René Redzepi's approach is still similar at core to when he started Noma: creating a stripped-down fine dining experience, with a strictly local, seasonal menu. The new location allows an even more uncompromising execution. What makes the evening at Noma unique is not primarily the taste of the dishes - I actually have had more exciting experiences in this regard than the mostly subtle tastes of Noma's summer menu. It is the cuisine's astounding creativity, the dedication and determination with which the kitchen pursues its own vision of a perfect dining experience. It is something you will not get anywhere else. Although copied hundreds of times: the original still is the best."

Noma,20,A really bad experience!,"Food was average, boring at best. The wine pairing was completely unacceptable, a selection of cheap wine charged at top, burgundy prices. Very disappointing experience.👎"

Noma,50,An experience for life,"Despite having visited quite a number of great restaurants and ***Michelin, this is really something g special. A fantastic evening worth every Danish krone, a long show of fantastic creations. We were there at game and forest season which was superb - hope to get a chance to the other two seasons as well"

Noma,50,One Of the best - always!,"Same group Of friends as back in summer 2021. Another menu but still the greatest experience ever.    What really stands out is the ambiance and the feeling Of being at a cozy neighbourhood-place. I mean - the food is amazing, the service is perfect - but what is hard to create is the feeling you Get.    If you are able to Get a table it is so worth it. Expensive yes - but worth it."

Noma,50,No words needed,"Going to Noma is an unforgettable experience that you’ll remember for a long time. In each bite, something new. The staff is caring and out of the box. Amazing!"

Noma,50,Det er jo verdens bedste restaurant,Noma leaves you speachless- everything is just so perfect and above every expectation. It’s absolutely every penny worth. 👌

Noma,50,Tour de force,My third time at Noma - but my first at the new location. What is there to say? Rene continues to delight (and shock at times) and is firmly the god father of Nordic cuisine.  The new digs are spectacular- beautiful and serene - evoking a wood cabin in the woods with so much warmth and beauty. I just loved it.    The food is the epitome of creativity no question - cutting edge and challenging at times but absolutely delicious and balanced. Service as usual exemplary. What a treat to be able to come here again!

Noma,30,Came up short,"When you are named the best restaurant in the world it does create a whole new level of expectation.  The restaurant is certainly unique and is housed in the most stunning surroundings.  It’s like going back to nature. It was a fantastic experience overall which I felt was slightly let down by the food and wine.  Don’t get me wrong, there were 2 or 3 very good dishes. Very clever cooking. However, if I compare the food for example to Core in London (3 stars) I think it comes up a little short.  There were also one or two hiccups such a serving truffle to my wife after going to the trouble of asking if there were any things to avoid. Rectified the problem immediately without fuss though.  Biggest issue actually was knowing how to eat the dishes. For example 3 of us ate a massive lump of sumac which was on a skewer in a broth. It was only there for display. It ruined the dish and the next two that followed.    It all felt like a little bit of an experiment. Bit too clever maybe?"

Noma,50,Wrong expectations,"I was so convinced that this was not going to be something for me as I truly like French haute cuisine… but this was just great. Fantastic surroundings, truly amazing staff and food that keeps on surprising. Not always the best taste but playful and balanced and mostly outstanding. Best duck ever. The wine list is religiously biodynamic which is not my thing but it is true to the nature of the restaurant. Ask for a tour of the kitchen afterwards, never seen anything like it."

Noma,50,Simply Noma,It’s Noma. Simply. Whole place designed around food with the greatest detail. The staff shine with energy and enthusiasm. Out of 20+ courses I considered only a single one not to be an exceptionally tasty. It’s the highest level gastronomy focused on locally sourced best of the best ingredients and a well deserved place among the best restaurants in the world.

Noma,50,Brilliant and cozy,"Absolutely brilliant, super-nice facilities, excellent food and the service was top notch. Especially loved our fantastic French “guide” Marie that let us through the evening.    If you never been before, brace yourself for ants and other insects. It probably is the food of the future, but right here and now some may not like it… (And if you don’t they arrange alternatives)"

Noma,50,A dream come true,"I had been trying to get a table at Noma for a few years and this July my dream of visiting this famed restaurant came true.    Expectations were high as I had read/heard so much about the experimental cuisine and the experience. I was not disappointed.    Everything from the walk through the garden to reach the restaurant, the welcome by all the chefs, the service and if course the cuisine was memorable."

Noma,50,Best experience ever!,More than 2 years since last visit. This time a group of 7 and we had THE perfect experience. Hottest summerday in Copenhagen and it felt walking into an oasis. The venu is gorgeous and stunning. The food was amazing BUT most of all - the people working there manage to create an atmosphere that is just #perfection. Althoug a high-end place and expensive we felt among family/friends and had the best evening    Some of these restaurants might be: ‘been there done that’ - NOT NOMA. This is for sure a place to come back to - and I hope and believe we will and can!

Koka,30,"Had a nice dinner with tasty food, but was just average for level of fine dining","Food was alright, not the most unique dishes and taste was good but not amazing.    The environment felt quite basic and boring, nothing special about it. The staff did not really interact much with us, it was quite stale. They did however get along very well with other customers.    Would honestly not visit again, mostly because there are much better restaurants out there in the same price class."

Koka,50,Very well done!,"We had a wonderful evening at Koka! The food was excellent, perfect wine pairings (out of the ordinary, and well thought out), and efficient service made for an excellent night. The langoustine dish and chanterelle dish were both memorable. Well done, Koka."

Koka,50,Amazing vegan tasting menu,"Plant-based is the restaurant’s starting point so the vegan version of the tasting menu was well balanced and full of flavour. Although a lot of work had clearly gone into the exquisitely prepared dishes, the taste of the main ingredients remained distinct and fresh and the wine pairing perfectly enhanced the flavours. The friendly, attentive but not intrusive service completed this memorable experience. We cannot remember ever having had a better or more enjoyable meal and look forward to returning to Göteborg and Koka in the future."

Koka,50,Wonderful flavour combinations,"We were intrigued by the tasting menu, which sounds unusual, and didn’t contain any meat, just fish and vegetables. It was a wonderful experience, with flavours perfectly matched and everything cooked to perfection. Also portion sizes were perfect for the 7 courses we enjoyed: just enough to feel satisfied without being over-full. The matching wines were a great addition, and service was excellent throughout. Highly recommended."

Koka,50,Excellent tasting menu with friendly and efficient service,"Although dining alone I was made to feel extremely welcome with attentive, knowledgable and friendly service from all the staff.    I had the full tasting menu with wine pairing and all the food was beautifully presented and absolutely en pointe.    Hard to pick out a favourite course: the shrimp and langoustine dishes were brilliant. As was the cod.    Really pleasant evening with exquisite food: very highly recommended."

Koka,50,A tasting menu that delivers,"An experience starts with the first greeting. The team at Koka made me feel welcome from the start. Serene space with natural wood tones sets the mood. I had the 5 course meal which was plenty of food  The onion soup snack was an explosion of flavor to kick off the meal and the courses all surprised simple preparation with wonderful flavor surprises. The buckwheat with the cod, the slight spicy element if the shrimp dish and the umami explosion from the grilled cabbage and mushrooms    Highly recommend the wine pairing ."

Koka,50,A balanced experience,"After my disappointing dinner at another fine dining restaurant in Gothenburg Inhad very low expectations on KOKA. I was pleasantly prooven wrong. The meals were very balanced and there was a lot of care put in to the produce. Only one dish was not up to par (the kale) but kale is very hard to execute as it in its nature is very difficult to make malleable. The meal wasn’t revolutionary in any way, but it didn’t try to be. The restaurant steps away from the pretentious and focuses on the balance of the flavours and to create good memories for your pallet, not your Instagram. I applaud them for that!"

Koka,50,"Local, seasonal food, great wine, great service","Great food, seasonal, local, fresh and well made. Variety in ingredients was great, portion sizes were fitting, staff was pleasant but casual, wine was excellent."

Koka,50,Worth the hype,Totally worth it. The food was amazing and the wines lovely. The price is pretty darn low compared to other Michelin starred restaurants.

Koka,10,How can this be Michelin star worthy?,"Plant based menu: great  Wine parings: mediocre, apperitiv (spanish brut we chose) great, following white wine pairings OK at best  Courses: amuses great, first course of farmers menu good, second and third lacked flavour to be honest. Red beetroot and celeriac that followed (course 4 and 5 very good).    BUT. I had plastic in my 3rd course. A quite large piece from a packaging box (how?). I politely attended them. Response: NOTHING.    Sorry what? Nothing.    I’m a food enthousiast and wine lover. I’ve been in restaurants all over europe, US and Scandinavia, but never have been ignored if something was wrong. Sorry but this is a fatal flaw in your performance. There is nothing that says hospitality like showing you acknowledge your (un intended) error. Ignoring it…. I should have refused to pay to be honest. This is not worth a Michelin star appreciation. It is far below it’s hospitality standards in my opinion."

Koka,50,A top ten meal of our lifetime,"We have been fortunate to dine in some really fantastic restaurants, but none with a Michelin star. We were blown away by the flavors, atmosphere,"

Koka,50,Enjoyed Thoroughly,"Decor and ambiance was typically Swedish, stylish but simplistic. Food was really innovative and delicious. It was tasting menu and everything was just delicious right from starter to dessert. Wine pairing was too good."

Koka,50,Fine Dining in Laid Back Atmosphere,"It was our second visit at Koka, and we will definitely come back. The food was fantastic, the wine pairing matched perfectly, and the service was swift and attentive. And all this for a reasonable price for a Michelin star restaurant. All in all, 5 points, the maximum. Keep it up!"

Koka,30,Cool & good but not yum & wow,Like others who have given a 3 star... This place is nice but not wow... Neither the presentations nor the flavour. Its not the Michelin place you desperately want to come back to or forcefully recommend to your friends.    The host and staff were extremely good.  The baked portobello mushroom was the best dish for us and the two desserts kind of helped complete the evening on an overall good note.

Koka,50,Fine Dining with local attitude,"We took the seven-course menu and were not disappointed: Local dishes, each course an experience of its own. Nice wine selection possible, which we did not choose. Good service worth our tip.  The restaurant itself is nicely decorated with wooden interiour which generates a warm attitute. Strong recommendation, although not a real snip."

Koka,50,One Michelin star,"We tried the tonight’s menu and the taste was excellent, only the desert decor could be better. Wine pairing menu was good but not outstanding. The atmosphere was very friendly and also very flexible service. They did customize the menu for my son"

Koka,50,A must for gastro-explorers,"Very good food, varied and elegant tastes, using a surprising array of unfashionable ingredients in fantastic ways. Add great ambience, discreet and friendly service, plus very reasonable prices - and you will not hesitate to come back soon."

Koka,50,A superlative dining experience!,"For a gourmet experience you will not forget in a hurry, this restaurant is the perfect place.  We ordered the set dinner menu with the accompanying wine menu, and each dish was complimented perfectly by the, at times (it seemed to us) unusual selection of wines.  The waiting staff have found that rare and perfect balance between being attentive but not intrusive, and their knowledge of and passion for the food is both interesting and entertaining.  I cannot recommend this marvellous small restaurant highly enough."

Koka,40,Update wine list,We are a fan of food here. But same can not be said about wine list. Service is top quality.nice place.

Koka,50,Great food and good wine suggestions,Great food and good wine suggestions - fairly priced. We were a group of friends from Copenhagen. Very impressed with his mission in Starr restaurant and dairy prices great service and good atmosphere.

Operakallaren,50,Wonderful food with professional attention to detail,"This restaurant takes you to a bygone age.Service here led by William is beyond exceptional  On arrival there were warm smiles and I was escorted to the conservatory where Alexander offered a champagne trolley  They have everything from Dom to more tiny vineyards  I plumped for rose bubbles in a chilled glass.Utterly sumptuous.  All dietaries were noted and fully observed.  The canapes were exquisite.Without ruining the surprise the pea tart and foie gras spring roll were truly exceptional  I was ushered into the dining room which has the feel of a oak panelled library.  The crisp white table cloths and the glistening chandeliers give a feeling of grandeur and opulence.  A menu was brought by Lorenzo and it is divided into 3  A degustation menu,a smaller gourmet menu or a 3 course a la carte.  I cheated and made the 3 course 4 as I was tempted by the flambé Pineapple served with duck Foie Gras pistachio and a ginger and herb sauce.  Before this was a luscious egg served in.its shell with roe, anchovies and cream as the final canape!The breads were unbelievable with chicken skin and normal butter  The pike perch was my sneaky extra course which they gave me complementary a generous touch.  The main was melt in the mouth roe  served with morish celeriac,topped with fruit yummy!This was washed down with a silky smooth US cabernet.  Dessert was a pear and currant which only tells half the story again I will not spoil the surprise.  The bill came with some chocolate petit fours which were so delicious  The thing that elevates this to a higher level is the pulling out of every chair after a bathroom visit.The friendly and engaging service.  Yes it comes with a hefty price tag,but it is truly worth it when you have a seamless faultless evening  Greta , Amelia and Alessandra were just so empathetic and happy to see empty plates  An evening to remember which takes away any stress  I am so lucky to be able to have such a treat  Thank you to you all"

Operakallaren,50,An excellent fine dining experience at Stockholm,"We booked for dinner at this historic fine dining restaurant, minutes from our hotel,the Grand Hotel and next to the Opera house.    As you arrive you are ushered to the Veradah with a view of the Baltic and other famous sites of Stockholm and served exotic snacks with your drinks.    You are then ushered to the main dining room adorned in wooden  panels,chandeliers and steeped in history.    The dining options are explained. The food is exquisite and elegantly served very graciously and in style.    An experience well worth it!"

Operakallaren,50,Classic fine dining,Classic fine dining at its best. Excellent Dodd and service in a beautiful restaurant. Excellent wine pairing. Impressive wine list.

Operakallaren,50,Evening of classic elegance,"Classic French cuisine beautifully prepared is elegantly served in the 19th century space with tapestries, wood wainscoting, and a plethora of silver service trolleys. When one arrives one is shown to a table in the veranda with the Baltic in front, The Grand hotel to one side and the parliament on the other. Here is served several rounds of amouse which can be consumed with champagne, a cocktail, or soft drink. The one enters the gorgeous dining room. We took the ala carte menu which included roasted whole foie gras, lamb, delicious salmon. For dessert I opted for the cheese trolley with 15 Scandinavian choices; my companion had a perfectly made soufflé. For wine I chose a reasonably priced Ch Talbot 2016. A wonderful evening of classic elegance."

Operakallaren,50,Stockholm Opera cafe,"Outdoor cafe at entrance to Opera building. Pricey but food was delicious. Limited menu. The foyer of the opera house is worth a visit too. Painted ceilings, costumes for sale, grand entrance."

Operakallaren,50,Just perfect!,"From the moment that we arrived until we left after 4 hours, everything was just perfect. Lovely tasty beautiful food, great wine parings, fabulous friendly service. A really great experience!"

Operakallaren,50,Exquisite food with true fine dining service,"My visit to this restaurant was on the same night as a royal dinner given for the King and Queen of the Netherlands. I was interested to learn that the restaurant is the royal caterer--given the stunning presentation of the dishes as well as their creativity and flavor, I am not surprised. The service was impeccable. The dining room itself has beautiful woodwork and is the perfect location for a special dinner. My dinner here was a true highlight of my trip to Stockholm."

Operakallaren,50,Fantastic,"We had dinner here and the experience was truly magical. Needless to say, the food was exceptional. I was very happy to see how vegetarian friendly this place is. They have a very impressive wine list. The service was top notch, the staff was very efficient and yet warm. We made beautiful memories here. Thank you."

Operakallaren,50,"Outstanding, in every way","It was a wonderful evening, from start to finish. It ticked every box, so if you are looking for outstanding food, served in a grand dining room, with the best of “old world” service, this is your place!"

Operakallaren,50,Emblematic fine dining in Stockholm,"This is certainly one of the most beautiful dining rooms in the world!  From fin du siecle-days and still (mainly) preserverd in its full glory from 1898.  Top Swedish chefs has ruled this dining temple through the years: Tore Wretman and Werner Vögeli (both also the Swedish King's personal chefs) amongst others.    So, is the food under the present commander Viktor Westerlind up to par with the environment?  The simple answer is: YES!  Keeping the long entangled traditions, chef Viktor maneuvers through the clever menus with both a sense of the old and the new with responsive ingenuity.    An evening at Operakällaren starts on the indoor terrass with canapées and something to drink while you can study the menu options.    You are taken to your table in the magnificent room and the show begins...    Our five course degustation turned out to be 10-11 servings all in all, with three amuses to start with (and the canapées, the middle mini-intermezzo and mignardises to round it up).    What really impressed us was the ""build up"". How many times has one experienced great starters, but ended up with a small downfall at the main dish?  Not so here: flavours are builded up and are escalating. Intensity in taste and flavour goes up all the way through the dinner.  Great experience!    Having one the largest and most prestigious wine cellars in Scandinavia (and could probably be so in the whole of EU), choices for wines in the more moderate price segment are also available for us with limited budgets.  We had some bottles of excellent wine in more moderate price levels paired with the help of the sommelier.    Staff is kind, attentive (see below) and well informed. The general feeling is: fine dining, but relaxed. It's how it should be.    I give full five TA-points, no question about it (and I seldom do...).  However, some small remarks, being somewhat picky, but not really affecting the general ""verdict"" is:    • I got a dirty spoon. And had to ask for it to be replaced.  • The ""wine level observation"" of the guest's glasses could be better. Often we had to ask for a refill. Actually stupid, since the opposite would sell more wine...  • Napkins are removed when a guest leaves the table. But not replaced in several instances. Had to ask for new napkins.  • The lovely menu could very well have been printed on a ""mini menu"" available on the table during the meal. It's easy to forget what you really have been ordering...  • Asked for an Amaretto as an avec. Not available...    I would say the price level is more than fair. 155 EUR for an (in total) ten-eleven course meal on highest standard level must be considered as excellent.  The wide options of wine choices adds to this: no need to get ruined if you don't want to, so to speak.    Superb and very highly recommended!"

Operakallaren,50,Fantastic,"The experience begins as soon as you enter the room, one of the most impressive dining rooms I've visited. Two tasting menus and an la carte are available. Everything was perfectly cooked and well presented. Very enjoyable evening."

Operakallaren,50,The best restaurant experience ever.,"If you are looking for excellence, look no further, they got all you ever need, absolutely world-class."

Operakallaren,50,Classic fine dining at its best,"I visited Operakällaren for the second time last week, and I was amazed. If you want classic fine dining in a beautiful environment this is your best pick in Stockholm. To be fair, the food is far from the trendy innovative modern cuisine currently so popular in fine dining, but that does not matter when the food and wine is this delicious."

Operakallaren,50,Top class,We enjoy wonderful food in restaurants around the Sweden . This restaurant is top restaurant of its class.will be back again soon! Everyone in our group loved the food!

Operakallaren,50,Wonderful,this what i saw here never seen before in my whole life i thanks so much to know the kind of food even though was hard to me to eat.

